Employee_ID,Position,Department,Age,Gender,is_active,Education,Education_Field,Environment_Satisfaction,Job_Satisfaction,Marital_Status,Standard_Hours,Hourly_Rate,Monthly_Rate,Monthly_Income,Salary_Scale,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Performance_Scale,Total_Working_Years,Work_Life_Balance,Start_Date,Years_At_Company
1210,Healthcare Representative,Research & Development,46,Male,No,4,Medical,4,1,,0,97,12368,9396,,7,16,3,,17,3,,0
1211,Sales Executive,Sales,32,Male,Yes,4,Medical,4,4,,0,32,25812,10400,,1,11,3,,14,2,1418804688,0
1212,Manufacturing Director,Research & Development,30,Male,No,1,Life Sciences,3,3,,0,88,20925,8474,,1,22,4,,12,3,1418804688,0
1213,Sales Executive,Sales,27,Female,No,3,Life Sciences,4,3,,0,90,12916,9981,,1,14,3,,7,3,1418804688,0
1214,Research Director,Research & Development,51,Male,No,4,Life Sciences,2,2,,0,81,15736,12490,,5,16,3,,16,1,1418804688,0
1215,,Research & Development,30,Female,Yes,3,Technical Degree,4,1,,0,88,8556,2657,,5,11,3,,8,3,1418804688,0
1216,Manager,Sales,41,Female,No,3,Life Sciences,4,4,,0,75,14674,13591,,3,18,3,,16,3,1418804688,0
1217,Sales Executive,Sales,30,Female,Yes,4,Marketing,3,1,,0,52,22967,6696,,5,15,3,,9,2,1418804688,0
1218,Research Scientist,Research & Development,29,Male,Yes,3,Technical Degree,3,3,,0,85,19757,2058,,0,14,3,,7,2,1418804688,0
1219,Sales Executive,Sales,45,Female,No,3,Medical,4,4,,0,57,16840,8865,,6,12,3,,23,3,1418804688,0
1220,Sales Executive,Sales,54,Female,No,3,Marketing,4,1,,0,52,17011,5940,,2,14,3,,16,3,1418804688,0
1221,Laboratory Technician,Research & Development,36,Male,No,2,Life Sciences,4,2,,0,62,9945,5914,,8,16,3,,16,4,1418804688,0
1222,Research Scientist,Research & Development,33,Female,No,4,Medical,3,2,,0,47,13248,2622,,6,21,4,,7,3,1418804688,0
1223,Research Director,Research & Development,37,Male,No,3,Other,2,4,,0,47,10056,12185,,1,14,3,,10,3,1418804688,0
1224,Sales Executive,Sales,38,Male,No,3,Life Sciences,1,3,,0,76,9647,10609,,0,12,3,,17,2,1418804688,0
1225,Manufacturing Director,Research & Development,31,Male,No,4,Medical,3,3,,0,90,4381,4345,,0,12,3,,6,3,1418804688,0
1226,Research Scientist,Research & Development,59,Male,No,3,Life Sciences,3,4,,0,70,8456,2177,,3,17,3,,7,3,1418804688,0
1227,Sales Representative,Sales,37,Male,No,4,Marketing,1,4,,0,41,2539,2793,,4,17,3,,13,3,0,0
1228,Sales Executive,Sales,29,Female,No,1,Medical,2,4,,0,42,6599,7918,,1,14,3,,11,3,1418804688,0
1229,Sales Executive,Sales,35,Female,No,3,Marketing,3,3,,0,92,9096,8789,,1,14,3,,10,4,1418804688,0
1230,Research Scientist,Research & Development,29,Male,Yes,1,Medical,3,4,,0,86,14961,2389,,1,13,3,,4,2,1418804688,0
1231,Laboratory Technician,Research & Development,52,Female,No,3,Life Sciences,3,4,,0,89,3300,3212,,7,15,3,,6,2,1418804688,0
1232,Manager,Research & Development,42,Male,No,2,Technical Degree,3,4,,0,58,4933,19232,,1,11,3,,22,3,1418804688,0
1233,Human Resources,Human Resources,59,Male,No,2,Medical,2,3,,0,52,25657,2267,,8,17,3,,7,2,1418804688,0
1234,Manager,Sales,50,Female,No,4,Medical,4,4,,0,68,24118,19517,,3,11,3,,32,2,1418804688,0
1235,Laboratory Technician,Research & Development,33,Male,Yes,3,Medical,3,4,,0,58,22149,2436,,5,13,3,,8,1,1418804688,0
1236,Manager,Sales,43,Female,No,3,Marketing,4,4,,0,80,7744,16064,,5,22,4,,22,3,1418804688,0
1237,Laboratory Technician,Research & Development,33,Female,Yes,2,Life Sciences,1,1,,0,39,21509,2707,,7,20,4,,13,4,1418804688,0
1238,Manager,Sales,52,Male,No,4,Life Sciences,1,3,,0,79,21030,19068,,1,18,3,,33,4,1418804688,0
1239,Sales Representative,Sales,32,Female,No,2,Life Sciences,3,2,,0,56,20990,3931,,2,11,3,,6,3,,0
1240,,Research & Development,32,Male,Yes,3,Life Sciences,4,3,,0,62,9571,3730,,0,14,3,,4,1,1418804688,0
1241,Laboratory Technician,Research & Development,39,Female,No,4,Medical,3,3,,0,96,15417,2232,,7,14,3,,7,3,1418804688,0
1242,Sales Executive,Sales,32,Male,No,4,Marketing,3,4,,0,100,12069,4465,,0,18,3,,4,3,1418804688,0
1243,Research Scientist,Research & Development,41,Male,No,2,Life Sciences,3,1,,0,36,19877,3072,,2,16,3,,17,2,1418804688,0
1244,Research Scientist,Research & Development,40,Male,No,2,Technical Degree,1,4,,0,62,24447,3319,,1,17,3,,9,3,1418804688,0
1245,Manager,Research & Development,45,Male,No,3,Other,3,4,,0,70,15970,19202,,0,11,3,,25,3,1418804688,0
1246,Research Director,Research & Development,31,Male,No,4,Medical,2,3,,0,73,13523,13675,,9,12,3,,9,3,1418804688,0
1247,Research Scientist,Research & Development,33,Female,No,4,Life Sciences,3,4,,0,63,14776,2911,,1,13,3,,2,2,1418804688,0
1248,Manufacturing Director,Research & Development,34,Male,No,4,Life Sciences,4,1,,0,84,23687,5957,,6,13,3,,13,3,1418804688,0
1249,Research Scientist,Research & Development,37,Female,No,2,Medical,3,1,,0,83,18697,3920,,2,14,3,,17,2,1418804688,0
1250,Manufacturing Director,Research & Development,45,Male,No,4,Life Sciences,1,3,,0,77,5118,6434,,4,17,3,,9,3,1418804688,0
1251,Manufacturing Director,Research & Development,37,Male,Yes,3,Medical,1,3,,0,61,22573,10048,,6,11,3,,17,3,1418804688,0
1252,Healthcare Representative,Research & Development,39,Female,No,4,Technical Degree,3,3,,0,64,6420,10938,,0,25,4,,20,3,1418804688,0
1253,Research Scientist,Research & Development,29,Male,No,3,Life Sciences,3,4,,0,60,22673,2340,,1,19,3,,6,3,1418804688,0
1254,Research Scientist,Research & Development,42,Female,No,2,Life Sciences,4,1,,0,82,23016,6545,,3,13,3,,10,3,1418804688,0
1255,Sales Executive,Sales,29,Male,No,2,Marketing,4,4,,0,45,10732,6931,,2,14,3,,10,3,1418804688,0
1256,Manufacturing Director,Research & Development,25,Female,No,3,Life Sciences,1,3,,0,62,7505,4898,,0,12,3,,5,3,1418804688,0
1257,Laboratory Technician,Research & Development,42,Female,No,3,Medical,4,1,,0,56,8007,2593,,0,11,3,,10,3,1418804688,0
1258,Research Director,Research & Development,40,Male,No,2,Medical,1,3,,0,49,5949,19436,,0,19,3,,22,3,1418804688,0
1259,Research Scientist,Research & Development,51,Male,No,3,Life Sciences,3,4,,0,96,23231,2723,,1,11,3,,1,2,1418804688,0
1260,Laboratory Technician,Research & Development,31,Male,Yes,2,Medical,3,2,,0,71,11652,3479,,0,11,3,,6,4,1418804688,0
1261,Laboratory Technician,Research & Development,32,Male,No,3,Life Sciences,2,2,,0,100,26062,2794,,1,20,4,,5,1,1418804688,0
1262,Sales Executive,Sales,38,Male,No,2,Life Sciences,4,4,,0,39,19682,5249,,3,18,3,,13,3,1418804688,0
1263,Laboratory Technician,Research & Development,32,Male,No,1,Technical Degree,4,1,,0,84,19737,2176,,4,13,3,,9,3,1418804688,0
1264,Manager,Sales,46,Female,No,3,Technical Degree,3,2,,0,75,14977,16872,,3,12,3,,28,2,1418804688,0
1265,Laboratory Technician,Research & Development,28,Male,Yes,4,Life Sciences,1,3,,0,79,14935,3485,,2,11,3,,5,1,1418804688,0
1266,Sales Executive,Sales,29,Male,No,3,Medical,1,2,,0,78,3687,6644,,2,19,3,,10,3,1418804688,0
1267,Healthcare Representative,Research & Development,31,Male,No,3,Medical,2,4,,0,64,14408,5582,,0,21,4,,10,3,1418804688,0
1268,Healthcare Representative,Research & Development,25,Male,No,2,Life Sciences,2,1,,0,85,18384,4000,,1,12,3,,6,3,1418804688,0
1269,Healthcare Representative,Research & Development,45,Male,No,2,Medical,3,4,,0,79,7501,13496,,0,14,3,,21,3,1418804688,0
1270,Laboratory Technician,Research & Development,36,Male,No,3,Life Sciences,4,4,,0,47,20251,3210,,0,11,3,,16,3,1418804688,0
1271,Manager,Research & Development,55,Male,No,3,Medical,4,1,,0,81,18938,19045,,0,14,3,,37,3,1418804688,0
1272,Manager,Research & Development,47,Male,Yes,4,Life Sciences,1,2,,0,88,10268,11849,,1,12,3,,10,2,1418804688,0
1273,Research Scientist,Research & Development,28,Male,No,3,Medical,4,4,,0,94,2613,2070,,1,23,4,,5,2,1418804688,0
1274,Sales Executive,Sales,37,Male,No,4,Medical,3,4,,0,98,22825,6502,,4,14,3,,7,4,1418804688,0
1275,Research Scientist,Research & Development,21,Male,No,2,Medical,4,3,,0,100,10531,3230,,1,17,3,,3,4,1418804688,0
1276,,Research & Development,37,Female,No,4,Medical,1,4,,0,80,11677,13603,,2,18,3,,15,3,1418804688,0
1277,Manager,Research & Development,35,Female,No,3,Life Sciences,2,2,,0,71,19100,11996,,7,18,3,,10,2,1418804688,0
1278,Sales Executive,Sales,38,Female,No,2,Medical,1,1,,0,44,19191,5605,,1,24,4,,8,3,1418804688,0
1279,Manufacturing Director,Research & Development,26,Female,No,3,Life Sciences,3,2,,0,84,26767,6397,,1,20,4,,6,1,1418804688,0
1280,Research Director,Research & Development,50,Male,No,1,Life Sciences,1,2,,0,96,15815,19144,,3,14,3,,28,2,1418804688,0
1281,Research Director,Research & Development,53,Male,No,4,Medical,3,3,,0,45,21016,17584,,3,16,3,,21,2,1418804688,0
1282,Sales Executive,Sales,42,Male,No,1,Life Sciences,2,3,,0,99,24532,4907,,1,25,4,,20,3,1418804688,0
1283,Sales Executive,Sales,29,Male,No,2,Life Sciences,2,4,,0,44,20260,4554,,1,18,3,,10,2,1418804688,0
1284,Laboratory Technician,Research & Development,55,Male,No,2,Technical Degree,2,4,,0,37,15972,5415,,3,19,3,,12,3,1418804688,0
1285,Healthcare Representative,Research & Development,26,Male,No,2,Medical,1,1,,0,60,22722,4741,,1,13,3,,5,3,1418804688,0
1286,Research Scientist,Research & Development,37,Female,No,3,Life Sciences,4,4,,0,42,15881,2115,,1,12,3,,17,3,1418804688,0
1287,Laboratory Technician,Research & Development,44,Male,Yes,3,Life Sciences,4,3,,0,43,19920,3161,,3,22,4,,19,1,1418804688,0
1288,Healthcare Representative,Research & Development,38,Male,No,4,Life Sciences,4,4,,0,82,18899,5745,,9,14,3,,10,3,1418804688,0
1289,Laboratory Technician,Research & Development,26,Male,Yes,4,Medical,1,2,,0,45,14180,2373,,2,13,3,,5,3,1418804688,0
1290,Research Scientist,Research & Development,28,Female,No,2,Life Sciences,4,4,,0,66,4488,3310,,1,21,4,,5,3,1418804688,0
1291,Research Director,Research & Development,49,Female,No,4,Life Sciences,3,1,,0,35,25594,18665,,9,11,3,,22,3,1418804688,0
1292,Research Scientist,Research & Development,36,Male,No,3,Technical Degree,3,2,,0,30,26285,4485,,4,12,3,,10,3,1418804688,0
1293,Sales Representative,Sales,31,Female,No,3,Marketing,4,2,,0,84,3909,2789,,1,11,3,,2,2,1418804688,0
1294,Sales Executive,Sales,26,Male,Yes,4,Marketing,4,4,,0,48,8450,5828,,1,12,3,,8,3,1418804688,0
1295,Research Scientist,Research & Development,37,Male,No,3,Medical,2,4,,0,53,11411,2326,,1,12,3,,4,2,1418804688,0
1296,Sales Executive,Sales,42,Female,No,3,Marketing,3,2,,0,77,14864,13525,,5,14,3,,23,4,1418804688,0
1297,Laboratory Technician,Research & Development,18,Male,Yes,3,Life Sciences,3,3,,0,54,25233,1420,,1,13,3,,0,3,1418804688,0
1298,,Sales,35,Male,No,3,Marketing,3,2,,0,96,5100,8020,,0,15,3,,12,2,1418804688,0
1299,Laboratory Technician,Research & Development,36,Male,No,4,Life Sciences,3,4,,0,81,7122,3688,,4,18,3,,4,3,1418804688,0
1300,Manufacturing Director,Research & Development,51,Male,No,3,Medical,4,2,,0,84,16321,5482,,5,18,3,,13,3,1418804688,0
1301,Manager,Sales,41,Male,No,4,Life Sciences,4,2,,0,88,15896,16015,,1,19,3,,22,3,1418804688,0
1302,Sales Representative,Sales,18,Female,No,3,Medical,4,3,,0,69,9724,1200,,1,12,3,,0,3,1418804688,0
1303,Healthcare Representative,Research & Development,28,Male,No,2,Medical,2,1,,0,68,4824,5661,,0,19,3,,9,3,1418804688,0
1304,Sales Executive,Sales,31,Male,No,3,Technical Degree,2,4,,0,100,12241,6929,,4,11,3,,10,2,1418804688,0
1305,Healthcare Representative,Research & Development,39,Male,No,3,Medical,3,4,,0,48,10942,9613,,0,17,3,,19,2,1418804688,0
1306,Laboratory Technician,Research & Development,36,Female,No,4,Life Sciences,2,2,,0,47,6927,5674,,7,15,3,,11,3,1418804688,0
1307,Sales Executive,Sales,32,Male,No,3,Life Sciences,4,3,,0,91,16985,5484,,1,14,3,,13,2,1418804688,0
1308,Research Director,Research & Development,38,Female,No,2,Life Sciences,1,2,,0,81,26707,12061,,3,17,3,,19,3,1418804688,0
1309,Healthcare Representative,Research & Development,58,Male,No,4,Life Sciences,4,3,,0,32,17056,5660,,2,13,3,,12,3,1418804688,0
1310,Research Scientist,Research & Development,31,Male,No,4,Technical Degree,3,4,,0,86,10077,4821,,0,12,3,,6,3,1418804688,0
1311,Human Resources,Human Resources,31,Male,No,3,Human Resources,1,1,,0,62,17822,6410,,3,12,3,,9,3,1418804688,0
1312,Laboratory Technician,Research & Development,45,Male,No,3,Life Sciences,1,1,,0,97,20308,5210,,1,18,3,,24,3,1418804688,0
1313,Research Scientist,Research & Development,31,Male,No,4,Life Sciences,3,4,,0,32,7747,2695,,0,18,3,,3,1,1418804688,0
1314,Manager,Research & Development,33,Female,No,4,Life Sciences,4,2,,0,74,23364,11878,,6,11,3,,12,3,1418804688,0
1315,Manager,Research & Development,39,Male,No,1,Medical,3,1,,0,99,5355,17068,,1,14,3,,21,3,1418804688,0
1316,Laboratory Technician,Research & Development,43,Female,No,4,Life Sciences,3,4,,0,33,10675,2455,,0,19,3,,9,3,1418804688,0
1317,Healthcare Representative,Research & Development,49,Female,No,2,Technical Degree,3,3,,0,90,17810,13964,,7,12,3,,25,3,1418804688,0
1318,Research Scientist,Research & Development,52,Male,Yes,4,Medical,3,2,,0,85,17747,4941,,2,15,3,,11,2,1418804688,0
1319,Research Scientist,Research & Development,27,Female,No,3,Life Sciences,3,2,,0,85,20938,2478,,1,12,3,,4,2,1418804688,0
1320,Sales Executive,Sales,32,Female,No,2,Technical Degree,3,2,,0,65,24624,5228,,1,11,3,,13,3,1418804688,0
1321,Sales Executive,Sales,27,Male,No,3,Life Sciences,4,3,,0,74,5242,4478,,1,11,3,,5,3,1418804688,0
1322,Sales Executive,Sales,31,Male,No,3,Marketing,4,4,,0,73,7143,7547,,4,12,3,,13,3,1418804688,0
1323,Research Scientist,Research & Development,32,Female,No,4,Medical,1,4,,0,74,10557,5055,,7,16,3,,10,2,1418804688,0
1324,Research Scientist,Research & Development,28,Male,Yes,4,Medical,1,4,,0,84,24737,3464,,5,13,3,,5,2,1418804688,0
1325,Research Scientist,Research & Development,30,Female,No,2,Medical,4,4,,0,64,11934,5775,,1,13,3,,11,3,1418804688,0
1326,Manufacturing Director,Sales,31,Female,No,2,Life Sciences,3,3,,0,48,14034,8943,,1,24,4,,10,3,1418804688,0
1327,Manager,Human Resources,39,Male,No,2,Medical,3,4,,0,54,21141,19272,,1,15,3,,21,3,1418804688,0
1328,,Sales,39,Female,Yes,2,Medical,4,3,,0,41,17778,5238,,4,18,3,,12,2,1418804688,0
1329,,Sales,33,Male,No,3,Marketing,2,4,,0,46,4317,4682,,3,14,3,,9,2,1418804688,0
1330,Research Director,Research & Development,47,Male,No,5,Life Sciences,4,3,,0,42,16375,18300,,4,11,3,,21,3,1418804688,0
1331,Laboratory Technician,Research & Development,43,Female,No,4,Life Sciences,3,3,,0,82,6227,5257,,1,11,3,,9,4,1418804688,0
1332,Sales Executive,Sales,27,Male,No,1,Marketing,3,2,,0,73,22107,6349,,0,13,3,,6,3,1418804688,0
1333,Research Scientist,Research & Development,54,Female,No,4,Life Sciences,4,3,,0,31,16885,4869,,3,12,3,,20,2,1418804688,0
1334,Healthcare Representative,Research & Development,43,Female,No,3,Life Sciences,3,1,,0,43,9262,9985,,8,16,3,,10,2,1418804688,0
1335,Research Scientist,Research & Development,45,Male,No,4,Other,4,4,,0,75,9278,3697,,9,14,3,,12,3,1418804688,0
1336,Sales Executive,Sales,40,Male,No,2,Medical,2,4,,0,57,13273,7457,,2,22,4,,6,2,1418804688,0
1337,Laboratory Technician,Research & Development,29,Male,Yes,4,Other,2,1,,0,77,4759,2119,,1,11,3,,7,2,1418804688,0
1338,Laboratory Technician,Sales,29,Male,No,5,Other,2,4,,0,30,7621,3983,,0,17,3,,4,3,1418804688,0
1339,Sales Executive,Sales,30,Female,No,3,Marketing,4,3,,0,30,5431,6118,,1,13,3,,10,3,1418804688,0
1340,Sales Executive,Sales,27,Female,No,4,Marketing,2,2,,0,56,3415,6214,,1,18,3,,8,3,1418804688,0
1341,,Research & Development,37,Male,No,2,Medical,4,4,,0,61,23177,6347,,7,16,3,,8,2,1418804688,0
1342,Research Director,Research & Development,38,Male,No,2,Life Sciences,3,4,,0,92,15682,11510,,0,14,3,,12,3,1418804688,0
1343,Manufacturing Director,Research & Development,31,Female,No,4,Medical,3,4,,0,39,25713,7143,,1,14,3,,11,2,1418804688,0
1344,Sales Executive,Sales,29,Female,No,1,Marketing,4,2,,0,39,11866,8268,,1,14,3,,7,3,1418804688,0
1345,Manufacturing Director,Research & Development,35,Male,No,4,Technical Degree,3,2,,0,62,18264,8095,,0,13,3,,17,3,1418804688,0
1346,Research Scientist,Research & Development,23,Male,No,1,Life Sciences,3,4,,0,83,16092,2904,,1,12,3,,4,2,1418804688,0
1347,Manufacturing Director,Research & Development,41,Male,No,3,Medical,4,2,,0,95,10110,6032,,6,15,3,,8,3,1418804688,0
1348,Sales Representative,Sales,47,Male,No,1,Medical,2,3,,0,99,25751,2976,,3,19,3,,5,3,1418804688,0
1349,Research Director,Research & Development,42,Female,No,5,Life Sciences,1,4,,0,44,15901,15992,,2,14,3,,16,3,1418804688,0
1350,Sales Executive,Sales,29,Male,No,3,Life Sciences,4,3,,0,61,16928,4649,,1,14,3,,4,2,1418804688,0
1351,Human Resources,Human Resources,42,Male,No,1,Technical Degree,3,3,,0,52,24017,2696,,0,11,3,,4,3,1418804688,0
1352,Laboratory Technician,Research & Development,32,Female,No,3,Medical,3,2,,0,75,3956,2370,,1,13,3,,8,3,1418804688,0
1353,Manager,Sales,48,Female,No,1,Medical,1,3,,0,91,23978,12504,,3,21,4,,15,1,1418804688,0
1354,Research Scientist,Research & Development,37,Male,No,3,Medical,3,1,,0,51,17001,5974,,4,13,3,,13,3,1418804688,0
1355,Sales Executive,Sales,30,Female,No,2,Technical Degree,4,3,,0,85,6069,4736,,7,12,3,,4,4,1418804688,0
1356,Sales Executive,Sales,26,Male,No,3,Life Sciences,3,3,,0,57,20156,5296,,1,17,3,,8,3,1418804688,0
1357,Healthcare Representative,Research & Development,42,Male,No,4,Other,1,4,,0,98,17078,6781,,3,23,4,,14,3,1418804688,0
1358,Sales Representative,Sales,21,Female,Yes,1,Technical Degree,1,2,,0,99,9150,2174,,1,11,3,,3,3,1418804688,0
1359,Sales Executive,Sales,36,Female,No,5,Medical,4,4,,0,45,15276,6653,,4,15,3,,7,3,1418804688,0
1360,Sales Executive,Sales,36,Male,No,4,Medical,1,4,,0,48,7246,9699,,4,11,3,,16,3,1418804688,0
1361,Healthcare Representative,Research & Development,57,Male,No,4,Medical,4,3,,0,88,2967,6755,,2,11,3,,15,3,1418804688,0
1362,Laboratory Technician,Research & Development,40,Female,No,4,Life Sciences,4,3,,0,46,22495,2213,,3,13,3,,10,3,1418804688,0
1363,Sales Representative,Sales,21,Male,No,2,Medical,1,4,,0,39,2851,2610,,1,24,4,,3,2,1418804688,0
1364,Sales Representative,Sales,33,Female,Yes,3,Marketing,4,3,,0,34,9150,2851,,1,13,3,,1,3,1418804688,0
1365,Laboratory Technician,Research & Development,37,Female,No,3,Medical,3,1,,0,98,17663,3452,,6,20,4,,17,3,1418804688,0
1366,Manufacturing Director,Research & Development,46,Female,No,4,Medical,3,3,,0,30,16044,5258,,2,14,3,,7,4,1418804688,0
1367,Sales Executive,Sales,41,Male,Yes,3,Marketing,1,2,,0,56,9558,9355,,1,18,3,,8,3,1418804688,0
1368,Healthcare Representative,Research & Development,50,Male,No,3,Technical Degree,4,4,,0,100,2755,10496,,6,15,3,,20,3,1418804688,0
1369,Sales Executive,Sales,40,Male,Yes,2,Marketing,3,3,,0,68,6110,6380,,2,12,3,,8,3,1418804688,0
1370,Research Scientist,Research & Development,31,Male,No,4,Life Sciences,3,2,,0,42,7551,2657,,0,16,3,,3,3,1418804688,0
1371,Sales Representative,Sales,21,Female,Yes,3,Life Sciences,3,2,,0,90,25422,2716,,1,15,3,,1,3,1418804688,0
1372,Research Scientist,Research & Development,29,Male,No,3,Life Sciences,4,4,,0,54,18168,2201,,9,16,3,,6,3,1418804688,0
1373,Healthcare Representative,Research & Development,35,Male,No,4,Life Sciences,3,2,,0,97,19394,6540,,9,19,3,,10,3,1418804688,0
1374,Laboratory Technician,Research & Development,27,Male,No,2,Medical,4,2,,0,82,17881,3816,,1,11,3,,5,3,1418804688,0
1375,Sales Executive,Sales,28,Male,No,4,Life Sciences,2,4,,0,92,20750,5253,,1,16,3,,7,3,1418804688,0
1376,Healthcare Representative,Research & Development,49,Male,No,3,Other,2,3,,0,31,12066,10965,,8,24,4,,26,3,1418804688,0
1377,Sales Executive,Sales,51,Female,No,2,Life Sciences,3,4,,0,87,14862,4936,,4,11,3,,18,2,1418804688,0
1378,Research Scientist,Research & Development,36,Female,No,3,Life Sciences,4,3,,0,96,11868,2543,,4,13,3,,6,3,1418804688,0
1379,Sales Executive,Sales,34,Male,Yes,3,Marketing,1,4,,0,67,4652,5304,,8,13,3,,9,2,1418804688,0
1380,,Research & Development,55,Female,No,3,Life Sciences,3,4,,0,97,23258,16659,,2,13,3,,30,3,1418804688,0
1381,Sales Executive,Sales,24,Female,No,4,Marketing,4,3,,0,77,5915,4260,,1,12,3,,5,4,1418804688,0
1382,Sales Representative,Sales,30,Male,No,1,Technical Degree,3,2,,0,72,17434,2476,,1,18,3,,1,3,1418804688,0
1383,0,Research & Development,26,Male,Yes,1,Technical Degree,3,1,,0,73,6582,3102,,0,22,4,,7,3,1418804688,0
1384,Research Scientist,Research & Development,22,Female,No,3,Medical,1,2,,0,43,24440,2244,,1,13,3,,2,3,1418804688,0
1385,Sales Executive,Sales,36,Male,No,2,Medical,2,3,,0,61,3809,7596,,1,13,3,,10,3,1418804688,0
1386,Research Scientist,Research & Development,30,Male,Yes,3,Technical Degree,3,4,,0,40,3427,2285,,9,23,4,,3,3,1418804688,0
1387,Laboratory Technician,Research & Development,37,Female,No,3,Life Sciences,4,1,,0,95,26914,3034,,1,12,3,,18,2,1418804688,0
1388,Sales Executive,Sales,40,Female,No,2,Marketing,4,2,,0,46,22553,5715,,7,12,3,,8,3,1418804688,0
1389,Laboratory Technician,Research & Development,42,Female,No,4,Life Sciences,2,1,,0,95,20490,2576,,3,16,3,,8,3,1418804688,0
1390,Manufacturing Director,Research & Development,37,Male,No,4,Life Sciences,3,2,,0,49,21123,4197,,2,12,3,,18,2,1418804688,0
1391,Research Director,Research & Development,43,Male,No,3,Life Sciences,1,2,,0,59,4345,14336,,1,11,3,,25,3,1418804688,0
1392,Laboratory Technician,Research & Development,40,Female,No,3,Medical,2,3,,0,78,13436,3448,,6,22,4,,20,3,1418804688,0
1393,Research Director,Research & Development,54,Male,No,2,Medical,1,1,,0,86,8509,19406,,4,11,3,,24,2,1418804688,0
1394,Sales Executive,Sales,34,Female,No,4,Marketing,3,3,,0,72,12740,6538,,9,15,3,,6,3,1418804688,0
1395,null,Research & Development,31,Female,No,2,Medical,2,1,,0,31,4156,4306,,1,12,3,,13,1,1418804688,0
1396,Laboratory Technician,Research & Development,43,Male,No,3,Medical,4,4,,0,61,15238,2258,,7,20,4,,8,3,1418804688,0
1397,Healthcare Representative,Research & Development,43,Female,No,4,Other,3,3,,0,74,2227,4522,,4,14,3,,8,3,1418804688,0
1398,Sales Executive,Sales,25,Female,No,2,Life Sciences,2,4,,0,99,12090,4487,,1,11,3,,5,3,1418804688,0
1399,Research Scientist,Research & Development,37,Female,No,5,Medical,2,3,,0,72,23866,4449,,3,15,3,,15,3,1418804688,0
1400,Laboratory Technician,Research & Development,31,Male,No,2,Life Sciences,4,1,,0,98,16193,2218,,1,12,3,,4,3,1418804688,0
1401,Manager,Research & Development,39,Male,No,1,Life Sciences,2,3,,0,52,8213,19197,,1,14,3,,21,3,1418804688,0
1402,Sales Executive,Sales,56,Female,No,3,Life Sciences,3,1,,0,86,18256,13212,,9,11,3,,36,2,1418804688,0
1403,Sales Executive,Sales,30,Female,No,3,Technical Degree,2,3,,0,83,19558,6577,,0,11,3,,6,3,1418804688,0
1404,Sales Executive,Sales,41,Male,No,3,Marketing,2,1,,0,49,19566,8392,,1,16,3,,10,3,1418804688,0
1405,Laboratory Technician,Research & Development,28,Male,No,2,Medical,3,1,,0,79,13535,4558,,1,12,3,,10,3,1418804688,0
1406,Laboratory Technician,Research & Development,25,Male,Yes,3,Medical,1,1,,0,91,9396,4031,,5,13,3,,6,3,1418804688,0
1407,Manufacturing Director,Research & Development,52,Male,No,3,Medical,4,3,,0,39,19609,7969,,2,14,3,,28,3,1418804688,0
1408,Research Scientist,Research & Development,45,Male,No,2,Life Sciences,1,4,,0,69,9655,2654,,3,21,4,,8,2,1418804688,0
1409,Manager,Research & Development,52,Female,No,2,Life Sciences,4,4,,0,30,10310,16555,,2,13,3,,31,1,1418804688,0
1410,Research Scientist,Research & Development,42,Female,No,2,Life Sciences,1,3,,0,92,12932,4556,,2,11,3,,19,3,,0
1411,Manufacturing Director,Research & Development,30,Female,No,3,Life Sciences,3,4,,0,43,24793,6091,,2,20,4,,11,3,1418804688,0
1412,Manager,Research & Development,60,Female,No,3,Life Sciences,1,1,,0,41,3854,19566,,5,11,3,,33,1,1418804688,0
1413,Manufacturing Director,Research & Development,46,Female,No,3,Medical,3,3,,0,87,26314,4810,,2,14,3,,19,2,1418804688,0
1414,Healthcare Representative,Research & Development,42,Female,No,4,Technical Degree,4,4,,0,88,4386,4523,,0,11,3,,7,4,1418804688,0
1415,Sales Representative,Sales,24,Female,Yes,1,Technical Degree,1,2,,0,62,21972,3202,,1,16,3,,6,3,1418804688,0
1416,Sales Representative,Sales,34,Female,Yes,2,Marketing,4,3,,0,33,12253,2351,,0,16,3,,3,2,1418804688,0
1417,Laboratory Technician,Research & Development,38,Male,No,2,Life Sciences,4,4,,0,42,12106,1702,,1,23,4,,1,3,1418804688,0
1418,Manager,Sales,40,Female,No,4,Life Sciences,3,3,,0,79,13022,18041,,0,14,3,,21,3,1418804688,0
1419,Research Scientist,Research & Development,26,Female,No,3,Life Sciences,1,4,,0,90,3032,2886,,1,22,4,,3,1,1418804688,0
1420,Laboratory Technician,Research & Development,30,Male,No,3,Life Sciences,3,4,,0,53,16734,2097,,4,15,3,,9,1,1418804688,0
1421,null,Research & Development,29,Male,No,4,Medical,2,3,,0,93,21526,11935,,1,18,3,,10,3,1418804688,0
1422,Research Scientist,Research & Development,29,Female,Yes,5,Technical Degree,3,2,,0,71,18300,2546,,5,16,3,,6,4,1418804688,0
1423,Human Resources,Human Resources,19,Male,Yes,2,Technical Degree,1,4,,0,52,18437,2564,,1,12,3,,1,4,1418804688,0
1424,Sales Executive,Sales,30,Female,No,4,Other,3,1,,0,69,2890,8412,,0,11,3,,10,3,1418804688,0
